536.49,0.0,24.122
536.49,0.0,24.122
536.49,0.0,24.122
536.49,0.0,24.122
537.77,0.0,24.122
537.77,0.0,24.102
537.77,0.0,24.102
537.77,0.0,24.102
537.77,0.0,24.102
537.86,0.0,24.102
537.86,0.0,24.105
537.86,0.0,24.105
537.86,0.0,24.105
537.86,0.0,24.105
537.35,0.0,24.105
537.35,0.0,24.13
537.35,0.0,24.13
537.35,0.0,24.13
537.35,0.0,24.13
536.85,0.0,24.13
536.85,0.0,24.137
536.85,0.0,24.137
536.85,0.0,24.137
536.85,0.0,24.137
537.28,0.0,24.137
537.28,0.0,24.131
537.28,0.0,24.131
537.28,0.0,24.131
537.28,0.0,24.131
537.24,0.0,24.131
537.24,0.0,24.123
537.24,0.0,24.123
537.24,0.0,24.123
537.24,0.0,24.123
535.16,0.0,24.123
535.16,0.0,24.132
535.16,0.0,24.132
535.16,0.0,24.132
535.16,0.0,24.132
537.52,0.0,24.132
537.52,0.0,24.136
537.52,0.0,24.136
537.52,0.0,24.136
537.52,0.0,24.136
537.06,0.0,24.136
537.06,0.0,24.135
537.06,0.0,24.135
537.06,0.0,24.135
537.06,0.0,24.135
537.63,0.0,24.135
537.63,0.0,24.136
537.63,0.0,24.136
537.63,0.0,24.136
537.63,0.0,24.136
536.13,0.0,24.136
536.13,0.0,24.136
536.13,0.0,24.136
536.13,0.0,24.136
536.13,0.0,24.136
536.17,0.0,24.136
536.17,0.0,24.131
536.17,0.0,24.131
536.17,0.0,24.131
536.17,0.0,24.131
538.06,0.0,24.131
538.06,0.0,24.136
538.06,0.0,24.136
538.06,0.0,24.136
538.06,0.0,24.136
536.61,0.0,24.136
536.61,0.0,24.143
536.61,0.0,24.143
536.61,0.0,24.143
536.61,0.0,24.143
536.98,0.0,24.143
536.98,0.0,24.135
536.98,0.0,24.135
536.98,0.0,24.135
536.98,0.0,24.135
536.84,0.0,24.135
536.84,0.0,24.127
536.84,0.0,24.127
536.84,0.0,24.127
536.84,0.0,24.127
536.6,0.0,24.127
536.6,0.0,24.132
536.6,0.0,24.132
536.6,0.0,24.132
536.6,0.0,24.132
537.38,0.0,24.132
537.38,0.0,24.124
537.38,0.0,24.124
537.38,0.0,24.124
537.38,0.0,24.124
536.93,0.0,24.124
536.93,0.0,24.121
536.93,0.0,24.121
536.93,0.0,24.121
536.93,0.0,24.121
536.79,0.0,24.121
536.79,0.0,24.127
536.79,0.0,24.127
536.79,0.0,24.127
536.79,0.0,24.127
537.19,0.0,24.127
537.19,0.0,24.122
537.19,0.0,24.122
537.19,0.0,24.122
537.19,0.0,24.122
537.33,0.0,24.122
537.33,0.0,24.091
537.33,0.0,24.091
537.33,0.0,24.091
537.33,0.0,24.091
536.89,0.0,24.091
536.89,0.0,24.093
536.89,0.0,24.093
536.89,0.0,24.093
536.89,0.0,24.093
536.64,0.0,24.093
536.64,0.0,24.095
536.64,0.0,24.095
536.64,0.0,24.095
536.64,0.0,24.095
537.46,0.0,24.095
537.46,0.0,24.117
537.46,0.0,24.117
537.46,0.0,24.117
537.46,0.0,24.117
536.33,0.0,24.117
536.33,0.0,24.13
536.33,0.0,24.13
536.33,0.0,24.13
536.33,0.0,24.13
537.7,0.0,24.13
537.7,0.0,24.137
537.7,0.0,24.137
537.7,0.0,24.137
537.7,0.0,24.137
537.09,0.0,24.137
537.09,0.0,24.174
537.09,0.1,24.174
537.09,0.1,24.174
537.09,0.0,24.174
537.33,0.0,24.174
537.33,0.0,24.173
537.33,0.0,24.173
537.33,0.0,24.173
537.33,0.0,24.173
537.66,0.0,24.173
537.66,0.0,24.144
537.66,0.1,24.144
537.66,0.1,24.144
537.66,0.1,24.144
536.69,0.1,24.144
536.69,0.1,24.122
536.69,0.0,24.122
536.69,0.0,24.122
536.69,0.0,24.122
535.36,0.0,24.122
535.36,0.0,24.152
535.36,0.0,24.152
535.36,0.0,24.152
535.36,0.0,24.152
536.89,0.0,24.152
536.89,0.0,24.134
536.89,0.0,24.134
536.89,0.0,24.134
536.89,0.0,24.134
537.54,0.0,24.134
537.54,0.0,24.147
537.54,0.1,24.147
537.54,0.1,24.147
537.54,0.0,24.147
536.3,0.0,24.147
536.3,0.0,24.14
536.3,0.0,24.14
536.3,0.0,24.14
536.3,0.0,24.14
536.12,0.0,24.14
536.12,0.0,24.146
536.12,0.0,24.146
536.12,0.0,24.146
536.12,0.0,24.146
536.38,0.0,24.146
536.38,0.0,24.122
536.38,0.0,24.122
536.38,0.0,24.122
536.38,0.0,24.122
535.48,0.0,24.122
535.48,0.0,24.148
535.48,0.0,24.148
535.48,0.0,24.148
535.48,0.1,24.148
535.84,0.1,24.148
535.84,0.1,24.15
535.84,0.0,24.15
535.84,0.1,24.15
535.84,0.0,24.15
537.01,0.0,24.15
537.01,0.0,24.16
537.01,0.1,24.16
537.01,0.1,24.16
537.01,0.1,24.16
536.64,0.1,24.16
536.64,0.1,24.177
536.64,0.1,24.177
536.64,0.1,24.177
536.64,0.0,24.177
535.36,0.0,24.177
535.36,0.0,24.165
535.36,0.0,24.165
535.36,0.0,24.165
535.36,0.0,24.165
535.99,0.0,24.165
535.99,0.0,24.173
535.99,0.0,24.173
535.99,0.0,24.173
535.99,0.0,24.173
536.14,0.0,24.173
536.14,0.0,24.194
536.14,0.1,24.194
536.14,0.1,24.194
536.14,0.0,24.194
534.98,0.0,24.194
534.98,0.0,24.206
534.98,0.0,24.206
534.98,0.0,24.206
534.98,0.0,24.206
535.97,0.0,24.206
535.97,0.0,24.177
535.97,0.0,24.177
535.97,0.0,24.177
535.97,0.0,24.177
536.47,0.0,24.177
536.47,0.0,24.184
536.47,0.0,24.184
536.47,0.0,24.184
536.47,0.0,24.184
536.15,0.0,24.184
536.15,0.0,24.196
536.15,0.0,24.196
536.15,0.0,24.196
536.15,0.0,24.196
537.09,0.0,24.196
537.09,0.0,24.194
537.09,0.0,24.194
537.09,0.0,24.194
537.09,0.0,24.194
536.01,0.0,24.194
536.01,0.0,24.202
536.01,0.1,24.202
536.01,0.1,24.202
536.01,0.0,24.202
537.61,0.0,24.202
537.61,0.0,24.2
537.61,0.0,24.2
537.61,0.0,24.2
537.61,0.0,24.2
537.73,0.0,24.2
537.73,0.0,24.191
537.73,0.0,24.191
537.73,0.0,24.191
537.73,0.0,24.191
536.52,0.0,24.191
536.52,0.0,24.215
